"Name","ID","Result","Reason","GroupType"
"SecAz-DCS-RSH-Partner-BOC-Business-Analyst-Approved-Users-RDEV","eebd6ce5-12ae-4421-a256-bd8cea752c54","Success","","Database"
"SecAz-DCS-RSH-Partner-BOC-Business-Data-Consumer-Approved-Users-RDEV","3571fe6c-148f-48b0-afc0-d3921e5c6c4e","Success","","Database"
"SecAz-DCS-RSH-Partner-BOC-Data-Engineer-Approved-Users-RDEV","eda0689d-f026-4922-bce7-60fe30f3b2f4","Success","","Database"
"SecAz-DCS-RSH-Partner-BOC-Returns-Admin-Approved-Users-RDEV","62c764a5-f98a-4f75-a25e-5b2ced4899ca","Success","","Database"
"SecAz-DCS-RSH-Partner-BOC-Returns-Developer-Approved-Users-RDEV","d121bcdf-2353-42cc-80e2-71776d82ce22","Success","","Database"
"SecAz-DCS-RSH-Partner-CDIC-Business-Analyst-Approved-Users-RDEV","b10bf710-2dbc-47ed-9b84-7698a9e4c5e4","Success","","Database"
"SecAz-DCS-RSH-Partner-CDIC-Business-Data-Consumer-Approved-Users-RDEV","3d5098c9-4059-4297-a9b6-31eb65bb4092","Success","","Database"
"SecAz-DCS-RSH-Partner-CDIC-Data-Engineer-Approved-Users-RDEV","e59090b6-1e82-4e6e-bfc8-bbb6d2b8d772","Success","","Database"
"SecAz-DCS-RSH-Partner-CDIC-Returns-Admin-Approved-Users-RDEV","e5a82170-1079-4ddd-b48b-100a0707459c","Success","","Database"
"SecAz-DCS-RSH-Partner-CDIC-Returns-Developer-Approved-Users-RDEV","01c39fd8-e07c-4831-90ad-58a46c785831","Success","","Database"
"SecAz-DCS-RSH-Partner-OSFI-Business-Analyst-Approved-Users-RDEV","7c6a7b20-4f16-4730-8dba-5d70e8de7fe6","Success","","Database"
"SecAz-DCS-RSH-Partner-OSFI-Business-Data-Consumer-Approved-Users-RDEV","dc49705b-c7d5-4ec3-a057-481fca15bb6b","Success","","Database"
"SecAz-DCS-RSH-Partner-OSFI-Data-Engineer-Approved-Users-RDEV","60c2531c-3b8f-4136-9399-592dd8eff4c3","Success","","Database"
"SecAz-DCS-RSH-Partner-OSFI-Returns-Admin-Approved-Users-RDEV","cb90d19d-2a6c-4034-be7a-d327d63fab77","Success","","Database"
"SecAz-DCS-RSH-Partner-OSFI-Returns-Developer-Approved-Users-RDEV","3058a536-272b-406c-ab4e-634dbac201d8","Success","","Database"
"SecAz-DCS-RSH-Partner-OSFI-Technical_Admin-Approved-Users-RDEV","838207f6-f245-4cb7-af7e-ce4618c0bdfe","Success","","Database"
"SG-DCS-Partner-boc-Approved-LRAs","031e9985-3600-4fe7-8ddb-6b6a18f5616e","Success","","Template"
"SG-DCS-Partner-boc-Requesting-Users","7bd14aa0-af95-4b7b-b8db-0a71e76a8978","Success","","Template"
"SG-DCS-Partner-cdic-Approved-LRAs","811ad80d-f676-4bff-8ded-954e33379f8d","Success","","Template"
"SG-DCS-Partner-cdic-Requesting-Users","f933a8a6-0e03-44ed-9d27-539ddd86d8f8","Success","","Template"
"SG-DCS-Partner-osfi-Approved-LRAs","64c28261-52d6-4b93-8a60-20ec1225395a","Success","","Template"
"SG-DCS-Partner-osfi-Requesting-Users","7e4d7433-5d9f-448e-bb12-915d30f8efad","Success","","Template"
