"Catalog","CreatedDateTime","Id","RequestType","Resource","State","AdditionalProperties"
"Microsoft.Graph.PowerShell.Models.MicrosoftGraphAccessPackageCatalog","7/28/2026 3:08:39 AM","ad5c71ec-cb8c-4c33-9d61-3fa194b69267","adminAdd","Microsoft.Graph.PowerShell.Models.MicrosoftGraphAccessPackageResource","delivered","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,,,,
"Microsoft.Graph.PowerShell.Models.MicrosoftGraphAccessPackageCatalog","7/28/2026 3:08:40 AM","4e2b9181-8635-48c6-bf2b-f12a522a549c","adminAdd","Microsoft.Graph.PowerShell.Models.MicrosoftGraphAccessPackageResource","delivered","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,,,,
"Microsoft.Graph.PowerShell.Models.MicrosoftGraphAccessPackageCatalog","7/28/2026 3:08:41 AM","15a0bce1-f8fd-495f-af87-e420c74a90d3","adminAdd","Microsoft.Graph.PowerShell.Models.MicrosoftGraphAccessPackageResource","delivered","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,,,,
"Microsoft.Graph.PowerShell.Models.MicrosoftGraphAccessPackageCatalog","7/28/2026 3:08:42 AM","3d33a52f-ce60-4985-88c1-01a657e1aecc","adminAdd","Microsoft.Graph.PowerShell.Models.MicrosoftGraphAccessPackageResource","delivered","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,,,,
"Microsoft.Graph.PowerShell.Models.MicrosoftGraphAccessPackageCatalog","7/28/2026 3:08:43 AM","069be07e-97ff-48b3-bed3-d412a68640a9","adminAdd","Microsoft.Graph.PowerShell.Models.MicrosoftGraphAccessPackageResource","delivered","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,,,,
"Microsoft.Graph.PowerShell.Models.MicrosoftGraphAccessPackageCatalog","7/28/2026 3:08:44 AM","808b573c-4ac1-40a0-8c49-1313eebc0291","adminAdd","Microsoft.Graph.PowerShell.Models.MicrosoftGraphAccessPackageResource","delivered","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,,,,
"Microsoft.Graph.PowerShell.Models.MicrosoftGraphAccessPackageCatalog","7/28/2026 3:08:45 AM","01c62586-7f00-4b7b-b2a6-fc8b845c19be","adminAdd","Microsoft.Graph.PowerShell.Models.MicrosoftGraphAccessPackageResource","delivered","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,,,,
"Microsoft.Graph.PowerShell.Models.MicrosoftGraphAccessPackageCatalog","7/28/2026 3:08:47 AM","76ea9be2-04c8-42c2-b0ca-ba9d51e315a8","adminAdd","Microsoft.Graph.PowerShell.Models.MicrosoftGraphAccessPackageResource","delivered","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,,,,
"Microsoft.Graph.PowerShell.Models.MicrosoftGraphAccessPackageCatalog","7/28/2026 3:08:48 AM","71945619-5f9c-4d7c-b1bc-269738efcf01","adminAdd","Microsoft.Graph.PowerShell.Models.MicrosoftGraphAccessPackageResource","delivered","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,,,,
"Microsoft.Graph.PowerShell.Models.MicrosoftGraphAccessPackageCatalog","7/28/2026 3:08:49 AM","018fdff5-8e24-49b9-814a-adb1b1e55860","adminAdd","Microsoft.Graph.PowerShell.Models.MicrosoftGraphAccessPackageResource","delivered","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,,,,
"Microsoft.Graph.PowerShell.Models.MicrosoftGraphAccessPackageCatalog","7/28/2026 3:08:51 AM","0ffcd28a-da7c-4104-a5ce-b4776bf61985","adminAdd","Microsoft.Graph.PowerShell.Models.MicrosoftGraphAccessPackageResource","delivered","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,,,,
"Microsoft.Graph.PowerShell.Models.MicrosoftGraphAccessPackageCatalog","7/28/2026 3:08:52 AM","3cff1879-b2f0-4a72-90c7-a93dafe0c538","adminAdd","Microsoft.Graph.PowerShell.Models.MicrosoftGraphAccessPackageResource","delivered","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,,,,
"Microsoft.Graph.PowerShell.Models.MicrosoftGraphAccessPackageCatalog","7/28/2026 3:08:53 AM","cf1b8f6d-e9f0-455f-94d8-7d4889a4534c","adminAdd","Microsoft.Graph.PowerShell.Models.MicrosoftGraphAccessPackageResource","delivered","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,,,,
"Microsoft.Graph.PowerShell.Models.MicrosoftGraphAccessPackageCatalog","7/28/2026 3:08:54 AM","cd69ed8e-5748-41db-9c30-bc8e4b865e10","adminAdd","Microsoft.Graph.PowerShell.Models.MicrosoftGraphAccessPackageResource","delivered","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,,,,
